location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR021,SKU0067,69,22,47,10.53,2025-09-03
BR021,SKU0068,54,28,35,12.73,2025-11-20
BR021,SKU0069,64,26,64,6.09,2025-09-20
BR021,SKU0070,65,19,65,4.61,2025-10-05
BR021,SKU0071,64,22,33,14.01,2025-10-31
BR021,SKU0072,53,22,66,10.64,2025-09-05
BR021,SKU0073,67,11,25,7.1,2025-11-26
BR021,SKU0074,64,23,42,10.84,2025-11-26
BR021,SKU0075,63,23,34,11.12,2025-12-27
BR021,SKU0076,72,29,61,13.41,2025-12-10
BR021,SKU0077,54,24,34,14.2,2025-11-29
BR021,SKU0078,63,12,30,14.59,2025-12-11
BR021,SKU0079,56,28,62,6.48,2025-10-20
BR021,SKU0080,56,12,41,11.0,2025-11-23
BR022,SKU0001,60,18,44,6.12,2025-10-05
BR022,SKU0002,59,23,59,13.19,2025-09-23
BR022,SKU0003,64,27,65,14.92,2025-09-23
BR022,SKU0004,66,22,57,11.24,2025-09-28
BR022,SKU0005,63,14,66,6.44,2025-09-09
BR022,SKU0006,68,13,41,5.44,2025-12-12
BR022,SKU0007,66,16,66,14.42,2025-12-13
BR022,SKU0008,66,28,29,9.51,2025-12-09
BR022,SKU0009,69,12,34,8.4,2025-09-19
BR022,SKU0010,67,13,68,1.77,2025-11-11
BR022,SKU0011,61,24,21,11.67,2025-11-21
BR022,SKU0012,53,22,39,8.4,2025-10-03
BR022,SKU0013,61,13,68,11.44,2025-12-13
BR022,SKU0014,40,14,68,3.05,2025-11-26
BR022,SKU0015,70,17,35,9.92,2025-09-12
BR022,SKU0016,60,20,40,12.56,2025-09-28
BR022,SKU0017,56,11,42,5.92,2025-11-29
BR022,SKU0018,65,14,54,4.19,2025-11-16
BR022,SKU0019,69,20,69,10.72,2025-11-26
BR022,SKU0020,57,11,23,3.95,2025-12-28
BR022,SKU0021,60,24,32,3.28,2025-12-23
BR022,SKU0022,59,22,67,3.65,2025-09-11
BR022,SKU0023,54,10,69,10.78,2025-10-13
BR022,SKU0024,57,24,50,6.69,2025-09-28
BR022,SKU0025,57,12,61,2.61,2025-12-05
BR022,SKU0026,72,13,30,9.69,2025-09-08
BR022,SKU0027,59,15,26,3.15,2025-11-08
BR022,SKU0028,54,19,69,1.53,2025-10-27
BR022,SKU0029,71,14,22,9.93,2025-12-04
BR022,SKU0030,64,27,58,14.81,2025-09-21
BR022,SKU0031,48,14,39,4.72,2025-09-07
BR022,SKU0032,54,14,51,13.55,2025-10-06
BR022,SKU0033,57,26,59,7.82,2025-09-09
BR022,SKU0034,67,27,36,4.68,2025-12-16
BR022,SKU0035,52,27,47,6.78,2025-09-23
BR022,SKU0036,66,29,23,13.28,2025-10-25
BR022,SKU0037,65,13,64,7.05,2025-11-19
BR022,SKU0038,73,24,34,14.1,2025-09-28
BR022,SKU0039,55,26,60,6.06,2025-11-15
BR022,SKU0040,57,25,32,5.67,2025-10-27
BR022,SKU0041,69,18,41,11.88,2025-09-15
BR022,SKU0042,57,15,60,5.55,2025-11-20
BR022,SKU0043,60,16,64,11.52,2025-10-14
BR022,SKU0044,59,11,60,1.63,2025-12-17
BR022,SKU0045,63,29,42,7.01,2025-11-21
BR022,SKU0046,48,10,43,7.19,2025-10-28
BR022,SKU0047,69,28,25,6.78,2025-10-24
BR022,SKU0048,51,14,57,5.72,2025-12-20
BR022,SKU0049,73,17,62,3.85,2025-10-10
BR022,SKU0050,61,16,38,1.37,2025-11-06
BR022,SKU0051,56,14,41,1.13,2025-09-07
BR022,SKU0052,66,10,59,7.8,2025-10-29
BR022,SKU0053,55,26,69,7.48,2025-11-13
BR022,SKU0054,59,25,69,13.76,2025-12-13
BR022,SKU0055,51,25,30,13.01,2025-12-10
BR022,SKU0056,55,14,28,11.69,2025-09-05
BR022,SKU0057,56,18,50,1.73,2025-12-12
BR022,SKU0058,79,15,37,8.51,2025-11-22
BR022,SKU0059,49,17,69,7.6,2025-11-01
BR022,SKU0060,45,14,35,15.0,2025-10-19
BR022,SKU0061,53,14,57,6.95,2025-10-31
BR022,SKU0062,59,28,58,8.78,2025-11-01
BR022,SKU0063,62,28,24,8.38,2025-10-31
BR022,SKU0064,54,29,44,8.75,2025-09-10
BR022,SKU0065,54,26,46,10.36,2025-10-16
BR022,SKU0066,56,24,22,1.76,2025-09-04
BR022,SKU0067,57,25,54,10.09,2025-11-26
BR022,SKU0068,47,13,24,5.4,2025-09-23
BR022,SKU0069,63,27,45,5.01,2025-11-07
BR022,SKU0070,64,15,43,9.09,2025-09-27
BR022,SKU0071,61,22,48,3.46,2025-09-29
BR022,SKU0072,65,21,45,3.24,2025-11-09
BR022,SKU0073,60,20,63,8.31,2025-12-13
BR022,SKU0074,56,10,63,8.59,2025-11-29
BR022,SKU0075,49,19,62,14.17,2025-12-12
BR022,SKU0076,46,11,57,4.12,2025-11-01
BR022,SKU0077,67,16,59,11.14,2025-12-18
BR022,SKU0078,63,19,27,4.08,2025-10-09
BR022,SKU0079,62,22,53,5.79,2025-10-17
BR022,SKU0080,59,24,42,14.84,2025-09-18
BR023,SKU0001,59,22,62,1.24,2025-10-17
BR023,SKU0002,58,25,62,11.07,2025-12-19
BR023,SKU0003,55,23,53,7.26,2025-11-28
BR023,SKU0004,50,18,34,1.5,2025-10-25
BR023,SKU0005,59,10,63,10.07,2025-12-20
BR023,SKU0006,71,22,49,11.72,2025-10-11
BR023,SKU0007,61,17,24,1.85,2025-09-15
BR023,SKU0008,68,18,60,12.28,2025-11-24
BR023,SKU0009,70,13,20,11.57,2025-11-24
BR023,SKU0010,67,21,58,1.41,2025-10-10
BR023,SKU0011,54,14,44,2.47,2025-09-06
BR023,SKU0012,67,15,57,9.92,2025-12-28
BR023,SKU0013,57,18,23,13.37,2025-10-02
BR023,SKU0014,57,19,47,4.73,2025-09-09
BR023,SKU0015,67,12,60,4.02,2025-10-05
BR023,SKU0016,59,13,66,7.07,2025-10-13
BR023,SKU0017,74,24,64,3.91,2025-09-13
BR023,SKU0018,63,27,32,8.53,2025-12-20
BR023,SKU0019,60,29,50,7.39,2025-11-03
BR023,SKU0020,59,21,69,5.88,2025-12-17
BR023,SKU0021,78,25,27,6.7,2025-10-31
BR023,SKU0022,65,24,36,1.72,2025-09-11
BR023,SKU0023,58,26,44,6.67,2025-10-10
BR023,SKU0024,61,11,55,12.98,2025-09-28
BR023,SKU0025,68,23,22,11.55,2025-12-05
BR023,SKU0026,68,26,41,9.69,2025-12-27
BR023,SKU0027,58,12,25,1.48,2025-10-11
BR023,SKU0028,64,25,48,3.23,2025-09-02
BR023,SKU0029,61,21,20,9.8,2025-10-13
BR023,SKU0030,55,21,56,8.0,2025-09-22
BR023,SKU0031,74,23,44,14.33,2025-12-25
BR023,SKU0032,56,15,45,7.64,2025-11-10
BR023,SKU0033,59,11,33,11.73,2025-09-12
BR023,SKU0034,49,26,48,14.04,2025-11-21
BR023,SKU0035,51,14,49,9.28,2025-10-09
BR023,SKU0036,66,13,53,10.67,2025-12-21
BR023,SKU0037,68,14,60,8.88,2025-11-12
BR023,SKU0038,52,22,66,2.36,2025-11-16
BR023,SKU0039,59,12,31,1.48,2025-11-27
BR023,SKU0040,61,15,37,10.41,2025-09-06
BR023,SKU0041,74,27,34,1.8,2025-10-15
BR023,SKU0042,70,24,28,3.3,2025-10-01
BR023,SKU0043,64,23,23,7.94,2025-09-23
BR023,SKU0044,64,13,21,12.6,2025-09-15
BR023,SKU0045,50,24,38,7.91,2025-09-27
BR023,SKU0046,47,26,69,10.88,2025-10-18
BR023,SKU0047,70,15,29,7.73,2025-12-08
BR023,SKU0048,65,14,47,9.13,2025-11-01
BR023,SKU0049,62,21,53,7.46,2025-09-14
BR023,SKU0050,60,14,59,3.44,2025-12-06
BR023,SKU0051,55,22,50,3.73,2025-10-31
BR023,SKU0052,75,24,55,11.34,2025-10-16
BR023,SKU0053,56,15,61,11.43,2025-10-20
BR023,SKU0054,53,18,21,14.4,2025-09-24
BR023,SKU0055,67,12,67,8.97,2025-12-14
BR023,SKU0056,73,11,38,9.69,2025-11-28
BR023,SKU0057,44,14,63,10.62,2025-09-21
BR023,SKU0058,58,21,33,8.81,2025-09-06
BR023,SKU0059,59,10,37,4.06,2025-11-29
BR023,SKU0060,60,14,64,2.32,2025-12-05
BR023,SKU0061,67,15,28,12.41,2025-09-09
BR023,SKU0062,58,29,49,2.8,2025-09-14
BR023,SKU0063,62,16,27,8.34,2025-09-28
BR023,SKU0064,44,22,53,6.5,2025-09-13
BR023,SKU0065,55,27,36,1.3,2025-12-20
BR023,SKU0066,47,25,46,2.34,2025-12-18
BR023,SKU0067,52,16,36,9.39,2025-12-07
BR023,SKU0068,48,19,51,8.83,2025-11-08
BR023,SKU0069,44,14,66,1.62,2025-11-05
BR023,SKU0070,44,15,43,8.56,2025-10-12
BR023,SKU0071,63,25,62,10.02,2025-11-01
BR023,SKU0072,52,16,54,8.89,2025-11-01
BR023,SKU0073,41,27,28,3.13,2025-12-16
BR023,SKU0074,47,27,50,11.94,2025-11-02
BR023,SKU0075,71,16,54,4.53,2025-11-03
BR023,SKU0076,63,14,50,2.26,2025-12-06
BR023,SKU0077,54,23,60,11.61,2025-10-09
BR023,SKU0078,56,24,51,10.03,2025-11-15
BR023,SKU0079,66,19,36,5.01,2025-09-10
BR023,SKU0080,63,18,50,1.38,2025-10-14
BR024,SKU0001,63,21,29,6.76,2025-10-16
BR024,SKU0002,35,20,35,5.07,2025-09-01
BR024,SKU0003,50,25,55,11.12,2025-10-12
BR024,SKU0004,69,25,45,4.28,2025-11-03
BR024,SKU0005,49,10,48,12.23,2025-09-28
BR024,SKU0006,57,10,20,6.33,2025-09-10
BR024,SKU0007,60,25,22,3.53,2025-10-01
BR024,SKU0008,53,15,32,8.29,2025-10-20
BR024,SKU0009,65,25,61,13.46,2025-12-03
BR024,SKU0010,73,27,58,5.39,2025-09-01
BR024,SKU0011,57,12,41,9.08,2025-12-04
BR024,SKU0012,51,25,35,9.69,2025-11-29
BR024,SKU0013,60,11,31,7.33,2025-12-25
BR024,SKU0014,66,26,54,14.3,2025-11-29
BR024,SKU0015,65,27,68,8.8,2025-09-04
BR024,SKU0016,72,12,47,13.91,2025-12-17
BR024,SKU0017,67,29,66,7.38,2025-11-10
BR024,SKU0018,75,13,44,9.12,2025-09-20
BR024,SKU0019,62,16,42,10.23,2025-12-29
BR024,SKU0020,59,16,45,10.38,2025-10-30
BR024,SKU0021,48,25,35,10.11,2025-11-01
BR024,SKU0022,67,24,41,6.95,2025-10-30
BR024,SKU0023,56,13,30,10.65,2025-11-16
BR024,SKU0024,48,25,64,3.98,2025-09-18
BR024,SKU0025,66,10,46,4.09,2025-11-21
BR024,SKU0026,56,26,32,1.8,2025-12-27
BR024,SKU0027,43,28,40,10.28,2025-10-29
BR024,SKU0028,54,28,49,2.58,2025-10-18
BR024,SKU0029,50,20,64,5.71,2025-11-03
BR024,SKU0030,64,23,33,8.34,2025-12-20
BR024,SKU0031,65,25,49,5.73,2025-09-19
BR024,SKU0032,47,20,54,6.32,2025-09-01
BR024,SKU0033,71,22,33,12.46,2025-11-01
BR024,SKU0034,75,28,45,11.67,2025-09-04
BR024,SKU0035,53,29,50,11.23,2025-10-09
BR024,SKU0036,62,16,53,9.17,2025-09-22
BR024,SKU0037,57,24,55,2.5,2025-10-24
BR024,SKU0038,56,26,46,9.1,2025-12-10
BR024,SKU0039,61,12,27,3.31,2025-10-19
BR024,SKU0040,58,27,44,5.49,2025-12-27
BR024,SKU0041,70,23,65,2.2,2025-10-08
BR024,SKU0042,64,10,20,4.72,2025-09-25
BR024,SKU0043,61,26,61,7.31,2025-10-27
BR024,SKU0044,61,20,64,3.85,2025-10-06
BR024,SKU0045,46,23,41,13.64,2025-11-28
BR024,SKU0046,59,12,21,8.49,2025-10-03
BR024,SKU0047,68,24,57,11.8,2025-12-28
BR024,SKU0048,58,24,48,11.7,2025-12-09
BR024,SKU0049,60,29,38,14.34,2025-11-26
BR024,SKU0050,66,21,53,14.26,2025-12-04
BR024,SKU0051,59,14,58,9.59,2025-10-09
BR024,SKU0052,49,21,62,11.57,2025-09-09
BR024,SKU0053,50,19,66,10.46,2025-09-12
BR024,SKU0054,48,23,33,4.93,2025-11-20
BR024,SKU0055,60,29,63,9.1,2025-11-03
BR024,SKU0056,58,16,65,2.2,2025-10-15
BR024,SKU0057,55,18,24,3.76,2025-11-24
BR024,SKU0058,61,11,20,1.82,2025-12-10
BR024,SKU0059,60,24,22,6.24,2025-12-06
BR024,SKU0060,70,20,47,5.15,2025-10-11
BR024,SKU0061,55,15,26,9.9,2025-11-18
BR024,SKU0062,53,20,43,3.43,2025-10-06
BR024,SKU0063,61,27,33,12.35,2025-10-28
BR024,SKU0064,62,12,39,14.73,2025-11-29
BR024,SKU0065,58,26,21,1.99,2025-09-22
BR024,SKU0066,66,29,55,1.23,2025-10-23
BR024,SKU0067,58,11,32,6.54,2025-09-04
BR024,SKU0068,37,13,69,1.42,2025-12-10
BR024,SKU0069,55,10,30,13.03,2025-09-10
BR024,SKU0070,71,10,20,11.08,2025-12-02
BR024,SKU0071,53,23,46,4.92,2025-12-03
BR024,SKU0072,58,17,31,1.54,2025-10-06
BR024,SKU0073,75,24,48,1.07,2025-09-05
BR024,SKU0074,71,20,46,4.53,2025-10-11
BR024,SKU0075,61,10,61,11.66,2025-11-19
BR024,SKU0076,60,22,49,4.91,2025-10-20
BR024,SKU0077,67,28,49,3.14,2025-12-12
BR024,SKU0078,58,13,26,8.42,2025-11-25
BR024,SKU0079,51,22,62,1.49,2025-09-16
BR024,SKU0080,59,18,51,2.3,2025-12-20
BR025,SKU0001,71,25,51,9.43,2025-12-09
BR025,SKU0002,69,27,53,11.73,2025-11-14
BR025,SKU0003,50,26,20,7.03,2025-10-14
BR025,SKU0004,56,10,58,12.82,2025-12-09
BR025,SKU0005,54,17,42,13.78,2025-12-04
BR025,SKU0006,47,11,38,1.97,2025-11-02
BR025,SKU0007,62,11,54,12.27,2025-10-14
BR025,SKU0008,58,24,61,3.26,2025-11-28
BR025,SKU0009,57,29,51,14.42,2025-09-24
BR025,SKU0010,69,13,65,13.03,2025-10-01
BR025,SKU0011,57,15,22,9.39,2025-11-09
BR025,SKU0012,49,19,66,11.09,2025-09-04
BR025,SKU0013,64,10,39,8.38,2025-09-18
BR025,SKU0014,52,16,41,11.09,2025-12-05
BR025,SKU0015,61,16,23,12.53,2025-10-02
BR025,SKU0016,53,18,66,12.68,2025-12-01
BR025,SKU0017,67,17,22,10.97,2025-11-22
BR025,SKU0018,59,14,39,4.11,2025-10-19
BR025,SKU0019,68,15,60,1.37,2025-09-30
BR025,SKU0020,48,11,37,6.4,2025-09-27
BR025,SKU0021,67,10,27,6.66,2025-11-25
BR025,SKU0022,64,16,25,1.1,2025-09-21
BR025,SKU0023,61,18,67,7.94,2025-11-09
BR025,SKU0024,65,10,23,10.17,2025-11-16
BR025,SKU0025,63,11,57,2.74,2025-11-06
BR025,SKU0026,38,13,68,12.65,2025-11-14
BR025,SKU0027,70,21,30,1.02,2025-12-22
BR025,SKU0028,58,24,44,7.42,2025-09-27
BR025,SKU0029,61,13,30,8.68,2025-12-01
BR025,SKU0030,47,22,25,7.49,2025-11-17
BR025,SKU0031,65,21,48,7.21,2025-09-18
BR025,SKU0032,63,13,63,1.07,2025-11-12
BR025,SKU0033,52,26,20,11.26,2025-09-20
BR025,SKU0034,52,23,47,3.37,2025-10-11
BR025,SKU0035,57,25,53,12.85,2025-11-25
BR025,SKU0036,64,18,58,10.95,2025-11-21
BR025,SKU0037,64,12,66,11.78,2025-10-26
BR025,SKU0038,53,14,35,6.02,2025-10-01
BR025,SKU0039,56,18,60,8.62,2025-09-30
BR025,SKU0040,53,15,41,4.47,2025-11-28
BR025,SKU0041,60,19,58,13.91,2025-09-24
BR025,SKU0042,72,24,55,11.69,2025-10-10
BR025,SKU0043,57,15,27,6.17,2025-11-16
BR025,SKU0044,60,14,27,9.27,2025-11-13
BR025,SKU0045,59,22,39,3.35,2025-10-14
BR025,SKU0046,58,18,30,14.83,2025-09-05
BR025,SKU0047,60,16,43,14.9,2025-12-11
BR025,SKU0048,62,13,27,4.32,2025-10-16
BR025,SKU0049,59,18,40,5.21,2025-11-16
BR025,SKU0050,59,29,37,9.03,2025-10-05
BR025,SKU0051,62,29,56,13.93,2025-09-24
BR025,SKU0052,64,28,55,6.91,2025-11-27
BR025,SKU0053,71,26,63,14.54,2025-09-29
BR025,SKU0054,62,11,57,5.05,2025-12-25
BR025,SKU0055,60,25,32,13.47,2025-10-25
BR025,SKU0056,62,20,51,10.88,2025-12-26
BR025,SKU0057,72,12,36,13.26,2025-12-19
BR025,SKU0058,62,16,69,10.22,2025-09-08
BR025,SKU0059,52,18,66,11.01,2025-10-30
BR025,SKU0060,46,29,20,4.78,2025-12-09
BR025,SKU0061,60,23,47,4.17,2025-12-03
BR025,SKU0062,72,20,32,9.89,2025-10-05
BR025,SKU0063,63,12,37,4.04,2025-09-20
BR025,SKU0064,60,23,40,9.53,2025-11-09
BR025,SKU0065,56,15,29,8.15,2025-10-18
BR025,SKU0066,55,24,29,5.89,2025-09-23
BR025,SKU0067,62,23,40,2.11,2025-09-05
BR025,SKU0068,70,26,68,2.11,2025-10-12
BR025,SKU0069,71,26,55,11.94,2025-09-15
BR025,SKU0070,66,12,52,3.44,2025-12-01
BR025,SKU0071,49,19,34,4.23,2025-12-27
BR025,SKU0072,75,24,43,5.99,2025-12-23
BR025,SKU0073,51,16,56,5.3,2025-12-12
BR025,SKU0074,52,28,24,6.74,2025-12-19
BR025,SKU0075,72,27,52,8.05,2025-10-12
BR025,SKU0076,52,10,65,6.78,2025-10-03
BR025,SKU0077,64,16,35,14.85,2025-10-17
BR025,SKU0078,60,20,41,3.64,2025-10-10
BR025,SKU0079,45,18,24,8.4,2025-11-19
BR025,SKU0080,51,17,68,7.56,2025-09-16
BR026,SKU0001,53,17,59,9.26,2025-12-03
BR026,SKU0002,65,28,40,12.48,2025-12-27
BR026,SKU0003,61,17,64,9.22,2025-11-03
BR026,SKU0004,58,18,67,11.2,2025-09-27
BR026,SKU0005,57,16,30,13.53,2025-11-22
BR026,SKU0006,62,10,59,11.26,2025-12-14
BR026,SKU0007,63,29,27,13.55,2025-10-31
BR026,SKU0008,57,15,59,10.94,2025-11-28
BR026,SKU0009,62,29,26,9.49,2025-11-09
BR026,SKU0010,61,20,59,10.78,2025-09-09
BR026,SKU0011,68,25,25,3.56,2025-12-10
BR026,SKU0012,72,13,60,8.28,2025-11-21
BR026,SKU0013,56,26,44,4.56,2025-12-27
BR026,SKU0014,65,19,68,11.43,2025-12-14
BR026,SKU0015,54,11,33,3.29,2025-12-27
BR026,SKU0016,65,18,48,8.5,2025-10-29
BR026,SKU0017,61,24,53,1.78,2025-09-22
BR026,SKU0018,54,23,60,3.11,2025-11-24
BR026,SKU0019,44,26,55,12.33,2025-09-16
BR026,SKU0020,50,25,41,5.46,2025-12-06
BR026,SKU0021,70,16,43,8.63,2025-11-18
BR026,SKU0022,54,25,31,3.03,2025-10-31
BR026,SKU0023,70,11,47,3.62,2025-11-01
BR026,SKU0024,44,25,43,7.24,2025-09-09
BR026,SKU0025,56,27,29,3.9,2025-10-01
BR026,SKU0026,51,21,64,9.64,2025-11-25
BR026,SKU0027,69,25,50,6.26,2025-09-20
BR026,SKU0028,50,13,46,5.54,2025-10-28
BR026,SKU0029,53,18,34,5.96,2025-10-08
BR026,SKU0030,65,18,59,4.3,2025-11-03
BR026,SKU0031,72,14,39,8.02,2025-10-04
BR026,SKU0032,50,16,21,13.65,2025-11-08
BR026,SKU0033,54,18,33,7.7,2025-10-14
BR026,SKU0034,66,26,42,3.58,2025-12-25
BR026,SKU0035,46,15,28,1.38,2025-10-07
BR026,SKU0036,46,19,21,9.27,2025-12-14
BR026,SKU0037,45,20,38,6.32,2025-09-03
BR026,SKU0038,57,13,43,7.37,2025-11-29
BR026,SKU0039,64,13,32,8.99,2025-09-24
BR026,SKU0040,65,14,31,4.97,2025-10-04
BR026,SKU0041,75,17,32,1.69,2025-09-24
BR026,SKU0042,67,17,49,14.01,2025-10-19
BR026,SKU0043,68,18,23,2.82,2025-10-06
BR026,SKU0044,57,16,35,5.14,2025-09-01
BR026,SKU0045,64,26,46,10.0,2025-11-09
BR026,SKU0046,56,26,56,14.12,2025-10-03
BR026,SKU0047,47,29,41,7.69,2025-09-11
BR026,SKU0048,55,11,68,14.51,2025-12-08
BR026,SKU0049,51,28,26,8.08,2025-12-16
BR026,SKU0050,65,24,43,11.52,2025-09-30
BR026,SKU0051,49,24,61,8.99,2025-09-06
BR026,SKU0052,55,21,55,5.67,2025-10-10
BR026,SKU0053,67,17,36,4.67,2025-12-11
BR026,SKU0054,60,25,54,13.95,2025-10-07
BR026,SKU0055,71,12,31,7.22,2025-09-17
BR026,SKU0056,63,11,57,5.36,2025-12-01
BR026,SKU0057,63,27,38,11.9,2025-09-28
BR026,SKU0058,54,20,37,3.61,2025-12-01
BR026,SKU0059,52,26,62,14.78,2025-09-11
BR026,SKU0060,67,16,57,10.56,2025-10-02
BR026,SKU0061,79,14,38,14.82,2025-12-17
BR026,SKU0062,65,27,56,11.05,2025-12-01
BR026,SKU0063,62,20,32,14.2,2025-12-01
BR026,SKU0064,61,28,38,7.67,2025-12-26
BR026,SKU0065,57,10,62,7.49,2025-11-10
BR026,SKU0066,61,12,20,1.69,2025-11-23
BR026,SKU0067,52,26,48,8.4,2025-11-25
BR026,SKU0068,65,22,33,9.99,2025-11-13
BR026,SKU0069,58,23,64,9.5,2025-10-26
BR026,SKU0070,72,16,59,13.0,2025-12-03
BR026,SKU0071,55,28,21,9.28,2025-12-13
BR026,SKU0072,53,12,67,12.39,2025-12-11
BR026,SKU0073,68,10,54,11.81,2025-12-13
BR026,SKU0074,67,22,38,10.84,2025-12-28
BR026,SKU0075,56,19,42,9.51,2025-10-12
BR026,SKU0076,60,24,54,1.42,2025-09-10
BR026,SKU0077,73,23,27,7.39,2025-09-14
BR026,SKU0078,60,22,33,10.52,2025-10-17
BR026,SKU0079,42,22,35,1.63,2025-10-09
BR026,SKU0080,61,20,30,4.02,2025-10-13
BR027,SKU0001,54,23,36,8.72,2025-11-21
BR027,SKU0002,73,12,44,14.51,2025-11-21
BR027,SKU0003,69,23,41,2.77,2025-11-08
BR027,SKU0004,64,18,46,4.64,2025-10-17
BR027,SKU0005,60,24,28,5.96,2025-12-15
BR027,SKU0006,61,25,51,1.82,2025-11-21
BR027,SKU0007,54,23,36,11.23,2025-12-23
BR027,SKU0008,69,19,51,5.1,2025-12-11
BR027,SKU0009,37,21,50,2.5,2025-10-17
BR027,SKU0010,61,26,37,13.05,2025-11-18
BR027,SKU0011,67,26,48,2.68,2025-10-30
BR027,SKU0012,56,26,47,7.22,2025-11-19
BR027,SKU0013,60,25,26,11.99,2025-11-18
BR027,SKU0014,66,15,29,1.18,2025-12-01
BR027,SKU0015,41,24,47,7.26,2025-12-18
BR027,SKU0016,51,18,27,14.83,2025-10-14
BR027,SKU0017,60,23,29,9.85,2025-09-17
BR027,SKU0018,58,29,45,6.23,2025-10-07
BR027,SKU0019,64,11,65,3.28,2025-12-02
BR027,SKU0020,59,17,55,4.01,2025-10-06
BR027,SKU0021,58,21,58,9.43,2025-10-12
BR027,SKU0022,67,13,69,1.59,2025-11-17
BR027,SKU0023,61,25,45,2.44,2025-09-25
BR027,SKU0024,69,27,33,1.78,2025-10-24
BR027,SKU0025,60,24,58,8.65,2025-11-05
BR027,SKU0026,64,26,50,8.36,2025-10-26
BR027,SKU0027,53,22,39,5.9,2025-12-08
BR027,SKU0028,62,10,54,4.22,2025-12-09
BR027,SKU0029,71,10,38,2.78,2025-09-16
BR027,SKU0030,63,14,36,13.57,2025-12-07
BR027,SKU0031,67,11,54,11.13,2025-09-08
BR027,SKU0032,71,19,42,11.39,2025-10-16
BR027,SKU0033,47,24,31,3.49,2025-11-29
BR027,SKU0034,61,23,58,6.03,2025-10-09
BR027,SKU0035,66,16,36,11.76,2025-11-05
BR027,SKU0036,54,10,64,3.17,2025-09-14
BR027,SKU0037,56,29,52,12.33,2025-11-06
BR027,SKU0038,66,11,41,2.74,2025-10-11
BR027,SKU0039,66,28,65,9.74,2025-09-16
BR027,SKU0040,52,17,54,9.89,2025-11-25
BR027,SKU0041,71,13,46,2.52,2025-12-10
BR027,SKU0042,60,17,41,1.21,2025-11-02
BR027,SKU0043,43,27,49,4.97,2025-11-18
BR027,SKU0044,58,29,28,11.94,2025-10-01
BR027,SKU0045,57,26,58,7.19,2025-11-25
BR027,SKU0046,61,26,52,4.01,2025-09-20
BR027,SKU0047,55,25,36,4.38,2025-09-25
BR027,SKU0048,56,15,37,10.89,2025-12-07
BR027,SKU0049,64,15,61,11.46,2025-09-30
BR027,SKU0050,66,16,61,9.78,2025-12-25
BR027,SKU0051,49,22,67,11.52,2025-10-28
BR027,SKU0052,53,11,37,6.18,2025-09-04
BR027,SKU0053,49,16,38,12.99,2025-10-23
BR027,SKU0054,57,27,52,5.82,2025-11-17
BR027,SKU0055,65,26,24,10.43,2025-11-21
BR027,SKU0056,55,10,48,3.65,2025-11-28
BR027,SKU0057,45,24,43,1.11,2025-09-25
BR027,SKU0058,44,24,22,12.75,2025-09-28
BR027,SKU0059,68,10,26,4.51,2025-11-01
BR027,SKU0060,62,29,39,6.78,2025-12-17
BR027,SKU0061,67,13,52,8.12,2025-12-27
BR027,SKU0062,64,25,38,6.49,2025-11-08
BR027,SKU0063,80,26,45,4.89,2025-09-10
BR027,SKU0064,59,22,32,13.26,2025-09-23
BR027,SKU0065,57,26,23,10.34,2025-09-25
BR027,SKU0066,63,14,68,9.77,2025-09-17
BR027,SKU0067,68,12,68,6.14,2025-10-03
BR027,SKU0068,66,21,27,9.08,2025-12-08
BR027,SKU0069,65,24,62,7.99,2025-11-18
BR027,SKU0070,70,28,62,9.39,2025-09-15
BR027,SKU0071,65,26,65,8.25,2025-12-15
BR027,SKU0072,55,27,34,12.55,2025-11-23
BR027,SKU0073,50,10,55,13.14,2025-12-09
BR027,SKU0074,54,20,69,4.65,2025-12-08
BR027,SKU0075,63,22,32,12.89,2025-09-05
BR027,SKU0076,45,19,44,14.22,2025-09-27
BR027,SKU0077,63,20,49,9.05,2025-10-27
BR027,SKU0078,72,16,24,10.06,2025-09-01
BR027,SKU0079,75,13,38,1.11,2025-12-18
BR027,SKU0080,64,13,33,5.43,2025-12-09
BR028,SKU0001,55,22,41,14.77,2025-10-15
BR028,SKU0002,56,22,33,7.04,2025-11-13
BR028,SKU0003,51,25,53,8.03,2025-11-18
BR028,SKU0004,68,17,29,12.15,2025-11-21
BR028,SKU0005,60,17,55,1.45,2025-12-09
BR028,SKU0006,59,21,65,9.79,2025-11-20
BR028,SKU0007,66,10,28,4.73,2025-12-25
BR028,SKU0008,58,28,45,12.67,2025-11-10
BR028,SKU0009,73,22,23,9.85,2025-11-17
BR028,SKU0010,54,11,37,12.12,2025-10-18
BR028,SKU0011,63,27,31,12.89,2025-12-28
BR028,SKU0012,69,28,30,8.34,2025-09-26
BR028,SKU0013,63,11,28,14.05,2025-12-26
BR028,SKU0014,72,18,25,11.93,2025-09-03
BR028,SKU0015,42,11,45,2.91,2025-10-11
BR028,SKU0016,78,15,33,14.75,2025-09-13
BR028,SKU0017,63,17,29,6.14,2025-09-22
BR028,SKU0018,55,24,35,12.28,2025-12-29
BR028,SKU0019,58,24,42,4.59,2025-12-09
BR028,SKU0020,62,22,21,5.72,2025-09-07
BR028,SKU0021,64,24,52,4.74,2025-09-22
BR028,SKU0022,61,27,48,1.35,2025-12-11
BR028,SKU0023,79,16,29,2.53,2025-12-27
